Rid(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Tidal_Force(35),Tidal_ID(36),Rs_Klypin(37),Mmvir_all(38),M200b(39),M200c(40),M500c(41),M2500c(42),Xoff(43),Voff(44),Spin_Bullock(45),b_to_a(46),c_to_a(47),A[x](48),A[y](49),A[z](50),b_to_a(500c)(51),c_to_a(500c)(52),A[x](500c)(53),A[y](500c)(54),A[z](500c)(55),T/|U|(56),M_pe_Behroozi(57),M_pe_Diemer(58),Macc(59),Mpeak(60),Vacc(61),Vpeak(62),Halfmass_Scale(63),Acc_Rate_Inst(64),Acc_Rate_100Myr(65),Acc_Rate_1*Tdyn(66),Acc_Rate_2*Tdyn(67),Acc_Rate_Mpeak(68),Mpeak_Scale(69),Acc_Scale(70),First_Acc_Scale(71),First_Acc_Mvir(72),First_Acc_Vmax(73),Vmax\@Mpeak(74),Tidal_Force_Tdyn(75),Log_(Vmax/Vmax_max(Tdyn;Tmpeak))(76),Time_to_future_merger(77),Future_merger_MMP_ID(78),AHF-G3X follows as HIDs(79),Mgas(80),Mstar(81),Tgas mw(82),Tgas sl(83),Yx(84),Ysz(85)
42.0,12675110497.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,22167600000000.0,19039000000000.0,543.325012,83.838997,428.290009,1.0,0.5622,439.290009,788.56561,533.34192,485.68307,411.48,739.08,-325.98,141100000000000.0,-16070000000000.0,211400000000000.0,0.04473,1154176781.0,1154176781.0,12675110497.0,106461140.0,125.0,-1.0,1154178646.0,1154176868.0,0.32965,12675106536.0,73.794,19244000000000.0,20701000000000.0,15617000000000.0,11236000000000.0,5216200000000.0,12.4048,36.47,0.04484,0.85981,0.68674,-0.61753,33.6762,6.97215,0.86935,0.64552,0.60847,26.3656,3.54643,0.5522,19730000000000.0,13360000000000.0,19039000000000.0,22509000000000.0,439.290009,518.159973,0.5498,365.0,365.0,494.4,-123.6,0.0,0.6142,1.0,1.0,19040000000000.0,439.29,518.16,0.32423,-0.07171,-1.0,12675110497.0,128000000000023.0,531031375277.51416,303372048752.3954,0.5247685313224792,0.5551190972328186,278668554890.5374,0.08052932365740295
42.0,12675142752.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,18236700000000.0,18163000000000.0,534.859985,66.357002,435.089996,1.0,0.3377,441.059998,783.75189,547.73468,485.66055,-485.47,-1306.78,-769.21,-83570000000000.0,34080000000000.0,180100000000000.0,0.03911,1180611132.0,1180611132.0,12675142752.0,106493395.0,125.0,-1.0,1180613498.0,1180611221.0,1.30004,12675106536.0,65.633,18336000000000.0,19947000000000.0,15248000000000.0,11416000000000.0,5497800000000.0,8.87892,21.9,0.03836,0.85895,0.55986,-21.0669,29.3531,-0.17046,0.77663,0.50578,22.9101,-17.8128,4.3706,0.557,19480000000000.0,11310000000000.0,18163000000000.0,18271000000000.0,441.059998,476.98999,0.5378,-223.4,-223.4,197.6,1004.0,781.2,0.9152,1.0,1.0,18160000000000.0,441.06,435.22,1.03536,-0.0009,-1.0,12675142752.0,128000000000024.0,969143510561.4346,221295117052.28424,0.5465332865715027,0.6473838090896606,529669187986.58466,0.2948241316434505
42.0,12675076382.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,18757000000000.0,18757000000000.0,540.633972,66.845001,479.070007,1.0,0.5747,445.019989,784.74036,533.19403,476.74677,447.68,461.22,315.04,327600000000000.0,-318600000000000.0,-232900000000000.0,0.08321,1162504354.0,1162504354.0,12675076382.0,106427025.0,125.0,-1.0,1162505894.0,1162504451.0,0.31806,12675106536.0,66.9353,18815000000000.0,19980000000000.0,16624000000000.0,12457000000000.0,5284000000000.0,33.5706,105.98,0.09258,0.7458,0.51575,0.03165,38.3617,-6.83483,0.61972,0.36452,0.64377,33.6412,-1.09482,0.6586,21360000000000.0,12100000000000.0,18757000000000.0,18757000000000.0,445.019989,461.570007,0.6008,1079.0,1079.0,2097.0,1741.0,1536.0,1.0,1.0,1.0,18760000000000.0,445.02,445.02,0.3132,0.03686,-1.0,12675076382.0,128000000000026.0,745686500369.4475,183370271111.87125,0.43282249569892883,0.5189136266708374,322749892098.9045,0.08469539288558839
43.0,12574272137.0,0.0,-1.0,36.0,-1.0,-1.0,-1.0,0.0,1485100000000000.0,1485100000000000.0,2321.458008,376.320007,2085.75,1.0,0.6862,1873.079956,55.87037,610.3454,594.96222,-221.99,-235.62,29.15,1682000000000000.0,4.188e+16,1.134e+17,0.0112,4698248.0,4698248.0,12574272137.0,4845405.0,125.0,-1.0,4776316.0,4698356.0,0.0,-1.0,318.779,1486100000000000.0,1635100000000000.0,1293100000000000.0,959850000000000.0,284870000000000.0,162.42,424.28,0.01495,0.73705,0.58233,62.9455,-34.7304,155.099,0.47985,0.33476,49.6464,-30.5687,130.699,0.7412,1666000000000000.0,1167000000000000.0,1485100000000000.0,1485100000000000.0,1873.079956,1873.079956,0.6712,175200.0,175200.0,241400.0,150200.0,172300.0,1.0,1.0,1.0,1485000000000000.0,1873.08,1873.08,0.0,0.08976,-1.0,12574272137.0,128000000000001.0,125443715100138.22,11374566820959.518,7.970329761505127,6.938898086547852,999827775856401.8,246.12485658374652
43.0,12574862152.0,0.0,-1.0,7.0,-1.0,-1.0,-1.0,0.0,217140000000000.0,217140000000000.0,1222.999023,256.683014,1069.420044,1.0,0.6142,941.039978,46.38397,614.87921,587.63959,239.91,-564.97,-446.66,-337000000000000.0,8618000000000000.0,-3.561e+16,0.07984,188161569.0,188161569.0,12574862152.0,5324078.0,125.0,-1.0,188175109.0,188161669.0,0.50632,12574861487.0,222.256,221730000000000.0,236400000000000.0,184630000000000.0,115940000000000.0,39472000000000.0,174.439,376.73,0.11163,0.66093,0.36482,99.5587,1.90418,10.5674,0.72801,0.49876,34.6722,36.9652,29.8076,0.7495,232400000000000.0,195900000000000.0,217140000000000.0,217140000000000.0,941.039978,953.309998,0.628,28690.0,28690.0,27620.0,15150.0,18640.0,1.0,1.0,1.0,217100000000000.0,941.04,941.04,0.44417,0.02801,-1.0,12574862152.0,128000000000003.0,13042995359997.148,1349930154852.3362,2.0825655460357666,2.2441163063049316,27162892753834.43,7.082358370685069
43.0,12574260750.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,50097000000000.0,50097000000000.0,750.094971,62.841,658.469971,1.0,0.3857,677.799988,50.3994,608.26593,588.34082,219.89,627.1,349.78,-150600000000000.0,-5258000000000.0,63980000000000.0,0.00601,672916134.0,672916134.0,12574260750.0,4834018.0,125.0,-1.0,672922618.0,672916227.0,0.4788,12574272137.0,60.9836,50127000000000.0,56986000000000.0,41497000000000.0,34082000000000.0,20114000000000.0,8.4903,15.9,0.00575,0.85825,0.62151,19.7966,23.383,29.0135,0.83373,0.56123,18.6492,22.7288,21.5824,0.5823,61320000000000.0,25640000000000.0,50097000000000.0,50097000000000.0,677.799988,745.840027,0.3944,2781.0,2781.0,2630.0,2415.0,2042.0,1.0,1.0,1.0,50100000000000.0,677.8,677.8,0.45897,0.00791,-1.0,12574260750.0,128000000000006.0,3532571472299.6055,749541266965.4615,1.0353240966796875,0.9235898852348328,3657356368515.023,0.883014061252358
43.0,12574260903.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,50055000000000.0,50055000000000.0,749.88501,95.431,659.309998,1.0,0.2957,618.690002,51.62793,595.2254,586.74255,-268.08,537.31,21.06,-446300000000000.0,-93230000000000.0,291900000000000.0,0.01701,673370493.0,673370493.0,12574260903.0,4834171.0,125.0,-1.0,673375023.0,673370587.0,0.26004,12574272137.0,91.7845,50174000000000.0,54881000000000.0,42030000000000.0,30501000000000.0,15233000000000.0,12.7994,51.88,0.01903,0.81832,0.52054,39.4941,-25.5352,-5.09095,0.86046,0.50877,34.884,-9.7574,-2.048,0.6578,52710000000000.0,30960000000000.0,50055000000000.0,50055000000000.0,618.690002,618.690002,0.6142,2592.0,2592.0,3639.0,4216.0,4039.0,1.0,1.0,1.0,50060000000000.0,618.69,618.69,0.10029,0.04127,-1.0,12574260903.0,128000000000007.0,2641776759850.9272,362287759080.22046,0.9871472716331482,1.0782519578933716,2607822720750.701,0.6782362618904029
43.0,12574272647.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,59694600000000.0,48863000000000.0,743.882996,119.577003,601.51001,1.0,0.6565,594.669983,53.45034,609.45972,594.10114,1003.91,916.97,82.48,605600000000000.0,1102000000000000.0,-1846000000000000.0,0.06743,683556972.0,683556972.0,12574272647.0,4845915.0,125.0,-1.0,683561050.0,683557076.0,1.27484,12574272137.0,107.426,49520000000000.0,59357000000000.0,38763000000000.0,27034000000000.0,13240000000000.0,32.2832,233.53,0.08173,0.66922,0.41493,43.6946,21.3859,25.2289,0.63701,0.4394,20.5941,30.4814,15.1959,0.6852,50460000000000.0,34310000000000.0,48863000000000.0,61537000000000.0,594.669983,686.789978,0.628,-7274.0,-7274.0,-1090.0,-2925.0,4031.0,0.7333,1.0,1.0,48860000000000.0,594.67,644.01,0.9897,-0.03462,-1.0,12574272647.0,128000000000009.0,1973790047958.7551,511667605017.50104,0.8968849182128906,0.8888623118400574,1770262525732.9055,0.5032177609557925
43.0,12574259156.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,47213000000000.0,47213000000000.0,735.414001,324.454987,585.039978,1.0,1.0,529.539978,49.60353,605.15649,601.13745,422.13,-321.14,-27.28,-522000000000000.0,-1027000000000000.0,-360300000000000.0,0.02546,698671298.0,698671298.0,12574259156.0,4832424.0,125.0,-1.0,698674505.0,698671398.0,0.73068,12574259218.0,253.834,47634000000000.0,53975000000000.0,29151000000000.0,17680000000000.0,8282800000000.0,169.935,219.18,0.04679,0.32722,0.23723,-17.9911,-30.3385,62.2651,0.79517,0.60849,7.80469,-18.4205,23.078,0.8356,47260000000000.0,65050000000000.0,47213000000000.0,47213000000000.0,529.539978,547.919983,0.8564,33300.0,33300.0,11810.0,6464.0,4879.0,1.0,1.0,1.0,47210000000000.0,529.54,529.54,0.58319,0.0319,-1.0,12574259156.0,128000000000016.0,1412628844991.3044,288175249137.0571,0.7552596926689148,0.7612859010696411,1066901627323.3767,0.44236779555791594
43.0,12574262064.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,23647000000000.0,23647000000000.0,584.03302,72.802002,478.140015,1.0,0.5145,473.459991,59.55461,599.8988,589.85242,-684.51,607.33,166.97,-207000000000000.0,4937000000000.0,95150000000000.0,0.02819,1036238114.0,1036238114.0,12574262064.0,4835332.0,125.0,-1.0,1036241313.0,1036238204.0,0.36171,12574272137.0,78.2137,23655000000000.0,25907000000000.0,20614000000000.0,15119000000000.0,6839100000000.0,6.11913,16.23,0.02796,0.71255,0.54253,-14.2988,34.9563,-13.7233,0.56242,0.47989,-11.2334,27.3702,-11.5986,0.5662,26300000000000.0,14880000000000.0,23647000000000.0,23647000000000.0,473.459991,522.070007,0.5032,833.7,833.7,709.4,568.0,417.2,1.0,1.0,1.0,23650000000000.0,473.46,473.46,0.35407,0.00311,-1.0,12574262064.0,128000000000023.0,720853747394.8126,300707502285.0927,0.6281281113624573,0.6770322918891907,452788502919.6535,0.12628351722892428
43.0,12574262423.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,16404200000000.0,14998000000000.0,501.79599,52.462002,423.589996,1.0,0.5622,425.140015,56.78802,605.15051,602.19647,-192.93,614.29,-747.64,-42620000000000.0,-429100000000.0,38610000000000.0,0.01588,1290183338.0,1290183338.0,12574262423.0,4835691.0,125.0,-1.0,1290185140.0,1290183443.0,0.47344,12574272137.0,54.0445,15578000000000.0,15924000000000.0,13464000000000.0,10374000000000.0,5025100000000.0,4.8588,26.3,0.01507,0.75499,0.63539,11.9573,24.1906,13.8919,0.60622,0.51534,9.6694,20.0021,12.0284,0.5587,17790000000000.0,8408000000000.0,14998000000000.0,16587000000000.0,425.140015,482.329987,0.5378,799.1,799.1,458.4,512.7,0.0,0.628,1.0,1.0,15000000000000.0,425.14,446.63,0.45091,-0.02142,-1.0,12574262423.0,128000000000026.0,658244795226.101,256735931387.64774,0.4797113239765167,0.5702831149101257,315767482218.564,0.09451458971731926
43.0,12574261720.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,17400000000000.0,17400000000000.0,527.26001,52.304001,441.959991,1.0,0.526,446.339996,60.17235,607.21399,593.77087,-1231.54,983.24,318.66,-228000000000000.0,-125100000000000.0,89110000000000.0,0.05895,1204545944.0,1204545944.0,12574261720.0,4834988.0,125.0,-1.0,1204547718.0,1204546041.0,0.72219,12574272137.0,57.0092,17537000000000.0,19357000000000.0,14914000000000.0,11557000000000.0,5740100000000.0,7.1826,16.9,0.05624,0.75135,0.49641,0.83125,-17.1808,28.4393,0.58301,0.39986,-0.64498,-14.4881,24.4294,0.5598,19750000000000.0,9380000000000.0,17400000000000.0,17400000000000.0,446.339996,510.570007,0.5145,880.9,880.9,713.4,580.5,348.6,1.0,1.0,1.0,17400000000000.0,446.34,446.34,0.63769,-0.00833,-1.0,12574261720.0,128000000000030.0,875131960765.9388,127725870679.13719,0.5060824751853943,0.5870899558067322,442888948818.2737,0.11942656635691037
43.0,12574272951.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,15275500000000.0,14434000000000.0,495.420013,55.666,421.200012,1.0,0.5145,418.970001,58.48887,609.8634,595.94025,-2414.01,59.15,25.66,-133700000000000.0,22350000000000.0,36340000000000.0,0.03855,1312667505.0,1312667505.0,12574272951.0,4846219.0,125.0,-1.0,1312669840.0,1312667600.0,1.23214,12574272137.0,53.8186,15241000000000.0,16410000000000.0,12296000000000.0,9928200000000.0,4453000000000.0,12.3241,31.45,0.03919,0.60828,0.47519,-7.03837,38.8258,-14.1039,0.53351,0.39821,-5.66917,32.6973,-11.1991,0.5978,16950000000000.0,8873000000000.0,14434000000000.0,15412000000000.0,418.970001,483.170013,0.4922,280.0,280.0,-214.9,-81.4,102.8,0.7666,1.0,1.0,14430000000000.0,418.97,442.18,0.95169,-0.02342,-1.0,12574272951.0,128000000000032.0,817154727377.4012,179426659838.56842,0.684166669845581,0.639279842376709,559070028578.3702,0.3027492843214178
43.0,12574262673.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,13201000000000.0,12632000000000.0,473.880005,47.866001,402.839996,1.0,0.3857,413.100006,48.05712,601.70801,589.26013,-97.34,570.5,-14.52,34130000000000.0,5436000000000.0,-89670000000000.0,0.03465,1392790263.0,1392790263.0,12574262673.0,4835941.0,125.0,-1.0,1392791954.0,1392790363.0,0.40383,12574261369.0,44.8709,12698000000000.0,14270000000000.0,10678000000000.0,8526600000000.0,4570400000000.0,2.19633,39.24,0.03352,0.70455,0.56951,-15.6469,24.5981,1.71172,0.66251,0.51487,-12.6472,20.6218,1.54989,0.5726,14850000000000.0,7217000000000.0,12632000000000.0,13261000000000.0,413.100006,455.019989,0.3944,-195.1,-195.1,-276.8,633.8,773.1,0.8755,1.0,1.0,12630000000000.0,413.1,409.19,0.40164,-0.01005,-1.0,12574262673.0,128000000000036.0,504009461613.4866,121747685077.6734,0.370897501707077,0.4431728422641754,186935850149.1711,0.05215540186855618
44.0,12656156641.0,0.0,-1.0,33.0,-1.0,-1.0,-1.0,0.0,1464100000000000.0,1464100000000000.0,2310.475098,351.401001,2056.100098,1.0,0.6008,1824.26001,645.79901,466.25955,140.23518,527.69,-156.04,132.27,-1.486e+17,-9396000000000000.0,1.581e+17,0.02103,4776317.0,4776317.0,12656156641.0,87507284.0,125.0,-1.0,4868745.0,4776429.0,0.0,-1.0,357.958,1465900000000000.0,1599500000000000.0,1259000000000000.0,868710000000000.0,355210000000000.0,189.509,546.97,0.0275,0.73299,0.41663,38.4159,192.106,35.4875,0.87631,0.4666,46.6412,129.295,15.6581,0.73,1576000000000000.0,1033000000000000.0,1464100000000000.0,1464100000000000.0,1824.26001,1824.26001,0.6565,83370.0,83370.0,163700.0,116300.0,137400.0,1.0,1.0,1.0,1464000000000000.0,1824.26,1824.26,0.0,0.0105,-1.0,12656156641.0,128000000000001.0,116499016132336.11,11608018770831.258,7.6892595291137695,7.153177738189697,895791169927944.2,212.231062800296
44.0,12656157043.0,0.0,-1.0,4.0,-1.0,-1.0,-1.0,0.0,159950000000000.0,159950000000000.0,1104.531006,228.597,974.659973,1.0,0.4922,828.48999,646.60046,471.0788,138.74794,525.48,-1009.86,729.76,-1.017e+16,9396000000000000.0,3772000000000000.0,0.0481,264082651.0,264082651.0,12656157043.0,87507686.0,125.0,-1.0,264093994.0,264082761.0,0.75715,12656156641.0,241.418,177040000000000.0,194880000000000.0,122390000000000.0,80533000000000.0,36035000000000.0,126.244,214.38,0.07277,0.68907,0.50017,59.3813,31.931,17.1593,0.78904,0.43916,38.562,26.923,-10.3104,0.7901,165600000000000.0,137800000000000.0,159950000000000.0,159950000000000.0,828.48999,897.580017,0.6008,39990.0,39990.0,18320.0,8816.0,8001.0,1.0,1.0,1.0,160000000000000.0,828.49,828.49,0.72803,0.00398,-1.0,12656157043.0,128000000000003.0,7318268153445.097,1118102370508.1497,1.708194613456726,1.612627625465393,12501026239546.814,3.817133713603006
44.0,12656089797.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,98463000000000.0,98463000000000.0,939.585999,119.051003,810.76001,1.0,0.8755,775.47998,638.44965,465.40015,134.97067,1067.32,8.62,764.98,3379000000000000.0,-4278000000000000.0,-2006000000000000.0,0.06283,410429450.0,410429450.0,12656089797.0,87440440.0,125.0,-1.0,410438568.0,410429557.0,0.46322,12656156641.0,114.796,98475000000000.0,104750000000000.0,88083000000000.0,66693000000000.0,26318000000000.0,96.6905,50.66,0.06613,0.51539,0.3428,12.7813,-23.0672,64.138,0.39081,0.27235,4.35845,-22.3608,51.2933,0.6184,114600000000000.0,65500000000000.0,98463000000000.0,98463000000000.0,775.47998,862.349976,0.526,5591.0,5591.0,13410.0,10650.0,8584.0,1.0,1.0,1.0,98460000000000.0,775.48,775.48,0.45279,0.04291,-1.0,12656089797.0,128000000000004.0,7396388675181.042,780236564279.1074,1.1615275144577026,1.1725059747695923,8591108953846.136,2.3498216485126773
44.0,12656157458.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,98969600000000.0,89778000000000.0,911.106995,218.537003,708.25,1.0,0.1857,688.659973,646.50806,464.01428,146.3195,107.41,907.3,-465.33,-1419000000000000.0,316400000000000.0,-193800000000000.0,0.01721,442538868.0,442538868.0,12656157458.0,87508101.0,125.0,-1.0,442544630.0,442538983.0,0.61555,12656156641.0,187.689,92638000000000.0,105640000000000.0,72419000000000.0,46686000000000.0,14437000000000.0,57.105,73.78,0.01947,0.55176,0.44901,1.20427,-46.332,58.1444,0.39683,0.3288,-0.78442,-32.6573,47.0169,0.606,90670000000000.0,87060000000000.0,89778000000000.0,99955000000000.0,688.659973,772.119995,0.6712,-6594.0,-6594.0,-2611.0,8842.0,10250.0,0.9152,1.0,1.0,89780000000000.0,688.66,732.58,0.57435,-0.01768,-1.0,12656157458.0,128000000000006.0,4598901440718.036,762278921470.4972,1.3633346557617188,1.517074704170227,6269841712563.396,2.0031602741522967
44.0,12656123095.0,0.0,-1.0,4.0,-1.0,-1.0,-1.0,0.0,70786000000000.0,70786000000000.0,841.708008,137.054001,698.0,1.0,0.4309,659.02002,649.76184,463.34857,149.63177,-148.15,106.57,-462.92,-322500000000000.0,316100000000000.0,981700000000000.0,0.0184,531259911.0,531259911.0,12656123095.0,87473738.0,125.0,-1.0,531267739.0,531260015.0,0.4047,12656156641.0,137.054,71007000000000.0,94517000000000.0,54053000000000.0,38758000000000.0,18181000000000.0,15.2597,77.52,0.02132,0.59662,0.51783,52.0273,-11.3614,29.0072,0.63944,0.54746,34.5885,-10.1529,24.7498,0.6492,80820000000000.0,49440000000000.0,70786000000000.0,70786000000000.0,659.02002,697.210022,0.5032,11980.0,11980.0,4826.0,2799.0,3803.0,1.0,1.0,1.0,70790000000000.0,659.02,659.02,0.40222,0.01147,-1.0,12656123095.0,128000000000007.0,3967152507140.1265,845382074606.6049,1.086653470993042,1.1767330169677734,4310920041842.5674,1.1828200630406138
44.0,12656123344.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,80854600000000.0,69652000000000.0,837.190002,132.479004,668.25,1.0,0.6712,654.570007,641.11932,464.92496,144.86644,1284.95,351.72,-89.4,-862200000000000.0,561100000000000.0,750500000000000.0,0.02461,537051501.0,537051501.0,12656123344.0,87473987.0,125.0,-1.0,537058221.0,537051597.0,0.60038,12656156641.0,137.473,69987000000000.0,88181000000000.0,54403000000000.0,39419000000000.0,18208000000000.0,9.52944,19.29,0.02581,0.70493,0.56672,14.7463,37.7184,37.7926,0.57323,0.4934,7.52995,24.4658,34.4008,0.5806,74630000000000.0,48740000000000.0,69652000000000.0,80993000000000.0,654.570007,751.320007,0.6421,-3099.0,-3099.0,-3909.0,-1146.0,7526.0,0.8013,1.0,1.0,69650000000000.0,654.57,702.59,0.56101,-0.03075,-1.0,12656123344.0,128000000000009.0,4088956270090.057,711367523570.7888,1.156866431236267,1.1725332736968994,4730376247660.242,1.2740297597799637
44.0,12656090549.0,0.0,-1.0,4.0,-1.0,-1.0,-1.0,0.0,62225200000000.0,58128000000000.0,788.210022,79.614998,669.580017,1.0,0.3944,671.73999,649.77777,462.30786,137.215,-476.55,705.92,828.25,130100000000000.0,-495100000000000.0,1610000000000000.0,0.04699,609823142.0,609823142.0,12656090549.0,87441192.0,125.0,-1.0,609829703.0,609823245.0,0.62826,12656156641.0,82.6128,58720000000000.0,65527000000000.0,48903000000000.0,38328000000000.0,19619000000000.0,22.5062,37.13,0.04628,0.91628,0.58585,39.6081,-20.3546,-9.24183,0.99225,0.51569,34.5916,-9.27459,-12.6033,0.5806,66440000000000.0,32500000000000.0,58128000000000.0,62556000000000.0,671.73999,762.0,0.4215,1167.0,1167.0,652.9,-490.5,3446.0,0.7837,1.0,1.0,58130000000000.0,671.74,690.67,0.57978,-0.01207,-1.0,12656090549.0,128000000000010.0,3444481944605.286,638010923332.2855,1.04653799533844,1.202357292175293,3604781229286.6675,0.914902088113103
44.0,12656157294.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,35892300000000.0,35496000000000.0,668.711975,129.195999,549.530029,1.0,0.4922,513.309998,645.9812,464.97839,144.14534,211.4,303.55,-859.89,-29360000000000.0,277200000000000.0,-1643000000000000.0,0.08919,830142674.0,830142674.0,12656157294.0,87507937.0,125.0,-1.0,830145579.0,830142778.0,0.9055,12656156641.0,123.494,38563000000000.0,40900000000000.0,26586000000000.0,18940000000000.0,7798000000000.0,82.4441,45.53,0.10389,0.80946,0.76646,40.787,-5.04501,-4.96761,0.80188,0.59766,28.9177,10.1063,7.15567,0.6444,35650000000000.0,28510000000000.0,35496000000000.0,36740000000000.0,513.309998,528.210022,0.5378,-3841.0,-3841.0,984.9,1723.0,2558.0,0.8951,1.0,1.0,35500000000000.0,513.31,510.93,0.79813,0.00309,-1.0,12656157294.0,128000000000012.0,1503442399134.6558,323731529054.38477,0.7704875469207764,0.8183939456939697,1158383646045.9478,0.42906161228644835
44.0,12656124524.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,27650000000000.0,27650000000000.0,615.286011,111.541,534.5,1.0,0.8755,499.420013,638.0495,466.17502,151.51552,629.0,-310.9,-147.23,351700000000000.0,45330000000000.0,-7207000000000.0,0.02714,954310956.0,954310956.0,12656124524.0,87475167.0,125.0,-1.0,954313183.0,954311056.0,0.55162,12656124028.0,81.8623,27949000000000.0,30110000000000.0,24467000000000.0,18294000000000.0,3703300000000.0,39.3973,81.5,0.03353,0.6732,0.55307,-37.2328,-4.80575,47.2662,0.39366,0.34913,36.8098,-5.87511,-35.0106,0.6925,32280000000000.0,23880000000000.0,27650000000000.0,27650000000000.0,499.420013,541.099976,0.7016,2407.0,2407.0,6113.0,3752.0,2765.0,1.0,1.0,1.0,27650000000000.0,499.42,499.42,0.50004,0.13132,-1.0,12656124524.0,128000000000015.0,1595573010059.3428,419745013312.07196,0.7444350719451904,0.8476707339286804,1187800508537.3308,0.2996650346095808
44.0,12656090981.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,28939500000000.0,24302000000000.0,589.375977,63.794998,526.659973,1.0,0.5378,498.809998,643.29913,460.54181,131.60692,502.53,176.39,1100.59,-29230000000000.0,204900000000000.0,-95490000000000.0,0.02366,1021565565.0,1021565565.0,12656090981.0,87441624.0,125.0,-1.0,1021567712.0,1021565660.0,0.40327,12656156641.0,63.7946,24349000000000.0,28347000000000.0,20248000000000.0,14711000000000.0,8118700000000.0,30.5673,163.0,0.02672,0.74202,0.6476,-19.3373,29.7288,-14.3462,0.74971,0.6366,-17.4457,23.4085,-3.35205,0.6715,25650000000000.0,13350000000000.0,24302000000000.0,29795000000000.0,498.809998,524.059998,0.5876,1910.0,1910.0,801.6,-730.0,2083.0,0.7173,1.0,1.0,24300000000000.0,498.81,524.06,0.39347,-0.02145,-1.0,12656090981.0,128000000000016.0,910445305666.9445,255375208027.4262,0.5832200050354004,0.6378235816955566,530989915755.532,0.15381857657290923
44.0,12656124909.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,26085700000000.0,25621000000000.0,599.848999,64.128998,499.529999,1.0,0.7837,511.649994,645.71552,459.37918,148.5506,548.79,922.95,-338.47,-100000000000000.0,-66830000000000.0,-19690000000000.0,0.01367,994183145.0,994183145.0,12656124909.0,87475552.0,125.0,-1.0,994186006.0,994183261.0,0.39853,12656156641.0,62.628,25672000000000.0,28652000000000.0,21210000000000.0,16096000000000.0,8589900000000.0,11.4562,25.93,0.01309,0.70989,0.52243,-15.2747,-22.4446,23.5061,0.62776,0.46838,-11.458,-19.07,19.5243,0.556,27920000000000.0,14440000000000.0,25621000000000.0,26220000000000.0,511.649994,577.219971,0.6421,-903.0,-903.0,625.8,2693.0,2413.0,0.9357,1.0,1.0,25620000000000.0,511.65,516.74,0.38931,-0.05237,-1.0,12656124909.0,128000000000017.0,1183715234252.6223,250154489643.29834,0.634466826915741,0.6990405321121216,751028048648.0844,0.20110554656426133
44.0,12656122065.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,20754000000000.0,20754000000000.0,559.169006,33.672001,497.839996,1.0,0.159,529.52002,645.20856,462.50739,136.97569,940.04,1325.42,990.58,-9302000000000.0,-35580000000000.0,-65990000000000.0,0.01373,1106685599.0,1106685599.0,12656122065.0,87472708.0,125.0,-1.0,1106687375.0,1106685712.0,0.77,12656156641.0,37.726,21131000000000.0,21580000000000.0,18875000000000.0,15573000000000.0,9481100000000.0,6.41799,6.1,0.01152,0.88614,0.67119,26.475,-3.62655,-9.24012,0.86502,0.61099,23.8689,-2.6079,-4.94224,0.524,28180000000000.0,8685000000000.0,20754000000000.0,20754000000000.0,529.52002,547.72998,0.3091,185.6,185.6,380.8,555.5,524.8,1.0,1.0,1.0,20750000000000.0,529.52,529.52,0.65256,-0.0005,-1.0,12656122065.0,128000000000020.0,1945294944340.585,186655429673.55804,0.6145280599594116,0.772720217704773,1195438328194.4712,0.28488215545840656
