Rid(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Tidal_Force(35),Tidal_ID(36),Rs_Klypin(37),Mmvir_all(38),M200b(39),M200c(40),M500c(41),M2500c(42),Xoff(43),Voff(44),Spin_Bullock(45),b_to_a(46),c_to_a(47),A[x](48),A[y](49),A[z](50),b_to_a(500c)(51),c_to_a(500c)(52),A[x](500c)(53),A[y](500c)(54),A[z](500c)(55),T/|U|(56),M_pe_Behroozi(57),M_pe_Diemer(58),Macc(59),Mpeak(60),Vacc(61),Vpeak(62),Halfmass_Scale(63),Acc_Rate_Inst(64),Acc_Rate_100Myr(65),Acc_Rate_1*Tdyn(66),Acc_Rate_2*Tdyn(67),Acc_Rate_Mpeak(68),Mpeak_Scale(69),Acc_Scale(70),First_Acc_Scale(71),First_Acc_Mvir(72),First_Acc_Vmax(73),Vmax\@Mpeak(74),Tidal_Force_Tdyn(75),Log_(Vmax/Vmax_max(Tdyn;Tmpeak))(76),Time_to_future_merger(77),Future_merger_MMP_ID(78),AHF-G3X follows as HIDs(79),Mgas(80),Mstar(81),Tgas mw(82),Tgas sl(83),Yx(84),Ysz(85)
134.0,12670522697.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,14947700000000.0,14628000000000.0,497.631989,61.082001,413.529999,1.0,0.3857,414.200012,766.63623,2.52386,521.60608,-34.08,416.48,5.77,97560000000000.0,-111800000000000.0,54800000000000.0,0.04335,1304982570.0,1304982570.0,12670522697.0,101873340.0,125.0,-1.0,1304983999.0,1304982669.0,0.30349,12670522460.0,58.32,14658000000000.0,17854000000000.0,11997000000000.0,8924100000000.0,4633700000000.0,9.23378,26.5,0.04322,0.96869,0.54627,13.1971,21.4124,16.8873,0.88596,0.5092,-7.49724,1.86157,23.0785,0.575,15360000000000.0,8793000000000.0,14628000000000.0,15022000000000.0,414.200012,436.820007,0.4505,-94.39,-94.39,-1.203,766.1,893.3,0.9152,1.0,1.0,14630000000000.0,414.2,424.56,0.31546,0.00503,-1.0,12670522697.0,128000000000028.0,477157601399.67645,163912751073.97406,0.4649023413658142,0.5084972381591797,221831686091.20547,0.06337462873485211
135.0,12694850580.0,0.0,-1.0,30.0,-1.0,-1.0,-1.0,0.0,1063500000000000.0,1063500000000000.0,2076.941895,352.289001,1773.910034,1.0,0.4032,1650.949951,904.57318,749.16937,133.76877,-148.01,150.2,28.28,-7.267e+16,2.186e+16,3.538e+16,0.01524,11518094.0,11518094.0,12694850580.0,126059877.0,125.0,-1.0,11607673.0,11518210.0,0.0,-1.0,309.601,1063900000000000.0,1179700000000000.0,879200000000000.0,640250000000000.0,240710000000000.0,57.8415,34.91,0.01806,0.49887,0.3679,36.692,61.3125,127.126,0.49823,0.36993,26.1057,46.8038,86.8636,0.6702,1108000000000000.0,819300000000000.0,1063500000000000.0,1063500000000000.0,1650.949951,1692.900024,0.5498,92810.0,92810.0,61580.0,57570.0,71900.0,1.0,1.0,1.0,1064000000000000.0,1650.95,1650.95,0.0,0.00278,-1.0,12694850580.0,128000000000001.0,89744579030586.17,9731680204635.63,7.04254674911499,7.0556440353393555,632030393302548.0,156.19150646686487
135.0,12694819556.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,45483000000000.0,45483000000000.0,726.320984,87.987,601.22998,1.0,0.4814,599.969971,908.32733,744.08478,135.26047,-634.12,891.69,-125.23,33040000000000.0,-748300000000000.0,96370000000000.0,0.03139,715020586.0,715020586.0,12694819556.0,126028853.0,125.0,-1.0,715025167.0,715020682.0,0.5689,12694850580.0,88.3647,45626000000000.0,50180000000000.0,39111000000000.0,30524000000000.0,13279000000000.0,26.9138,37.84,0.03115,0.80502,0.70825,-0.39696,-14.7088,39.4957,0.71033,0.60716,-1.2911,-14.1778,31.9617,0.5729,51940000000000.0,29050000000000.0,45483000000000.0,45483000000000.0,599.969971,663.130005,0.4709,3366.0,3366.0,1658.0,1287.0,176.0,1.0,1.0,1.0,45480000000000.0,599.97,599.97,0.52819,-0.00778,-1.0,12694819556.0,128000000000004.0,2557342168447.2124,564338974183.1925,0.9019339680671692,0.9810096025466919,2306553769693.0933,0.6351121704471746
135.0,12694820282.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,25246000000000.0,25246000000000.0,596.908997,235.238007,491.190002,1.0,0.2169,426.570007,906.83923,733.73303,134.20341,-413.84,307.55,-284.31,77910000000000.0,87380000000000.0,741400000000000.0,0.05389,1001873036.0,1001873036.0,12694820282.0,126029579.0,125.0,-1.0,1001875191.0,1001873128.0,0.2651,12694850580.0,265.756,25387000000000.0,41762000000000.0,16335000000000.0,9840900000000.0,3670200000000.0,18.369,107.4,0.08258,0.62113,0.49082,41.527,13.7556,-20.4093,0.79706,0.78122,25.6484,-1.54953,-7.08125,0.7588,35350000000000.0,44350000000000.0,25246000000000.0,25246000000000.0,426.570007,438.459991,0.8013,5487.0,5487.0,2960.0,3320.0,2437.0,1.0,1.0,1.0,25250000000000.0,426.57,426.57,0.26539,0.0167,-1.0,12694820282.0,128000000000008.0,786903016334.727,256568177671.8884,0.664957582950592,0.6901372671127319,523257127758.47034,0.1766086987169818
135.0,12694821034.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,25323000000000.0,20769000000000.0,559.304993,68.014999,475.109985,1.0,0.6712,474.079987,908.98706,733.76123,127.28702,-401.21,342.78,255.92,35860000000000.0,7828000000000.0,135000000000000.0,0.02015,1106262034.0,1106262034.0,12694821034.0,126030331.0,125.0,-1.0,1106265067.0,1106262125.0,0.01121,12694820282.0,60.1145,20770000000000.0,23886000000000.0,17389000000000.0,13422000000000.0,5949400000000.0,37.6223,45.74,0.02131,0.66033,0.5085,14.9478,16.7426,40.9658,0.56504,0.41748,14.1053,12.5729,34.6624,0.6161,23050000000000.0,12980000000000.0,20769000000000.0,25446000000000.0,474.079987,526.22998,0.6565,534.9,534.9,-752.2,-777.5,2444.0,0.7837,1.0,1.0,20770000000000.0,474.08,507.06,0.00876,-0.02921,-1.0,12694821034.0,128000000000009.0,975071238335.6222,303923873241.2923,0.4833115339279175,0.5456461906433105,471263175888.9836,0.12649591647646274
135.0,12694820630.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,17969000000000.0,17969000000000.0,532.947021,69.165001,436.820007,1.0,0.2829,438.600006,907.83105,743.80835,130.21625,-622.42,758.57,604.52,-4223000000000.0,-80490000000000.0,30930000000000.0,0.01671,1186538296.0,1186538296.0,12694820630.0,126029927.0,125.0,-1.0,1186540968.0,1186538390.0,0.52032,12694850580.0,66.0588,18038000000000.0,19856000000000.0,15477000000000.0,11747000000000.0,4975400000000.0,18.9859,21.35,0.01674,0.89953,0.57126,-20.6916,22.2837,20.0573,0.87366,0.5023,-16.6507,20.6619,12.8569,0.5712,20140000000000.0,11900000000000.0,17969000000000.0,17969000000000.0,438.600006,473.549988,0.4814,622.9,622.9,531.7,678.3,393.7,1.0,1.0,1.0,17970000000000.0,438.6,438.6,0.48654,-0.00043,-1.0,12694820630.0,128000000000012.0,824966173177.3994,220389642199.02936,0.5124948620796204,0.6005807518959045,422790925142.9035,0.1102874593432259
135.0,12694820855.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,16206000000000.0,16206000000000.0,514.914978,70.082001,436.859985,1.0,0.369,425.950012,898.63208,747.81146,121.83565,-157.88,317.97,242.15,-224200000000000.0,187200000000000.0,21660000000000.0,0.06047,1245133849.0,1245133849.0,12694820855.0,126030152.0,125.0,-1.0,1245135434.0,1245133946.0,0.30342,12694850580.0,62.1992,16269000000000.0,25070000000000.0,12533000000000.0,9723400000000.0,4985900000000.0,29.7781,132.29,0.06744,0.79529,0.63771,-5.66118,6.68457,30.4703,0.65135,0.47397,-6.13299,5.46929,25.8108,0.6417,21230000000000.0,10310000000000.0,16206000000000.0,16206000000000.0,425.950012,425.950012,0.5498,3335.0,3335.0,1139.0,706.4,683.3,1.0,1.0,1.0,16210000000000.0,425.95,425.95,0.3036,0.03117,-1.0,12694820855.0,128000000000013.0,477139744196.0653,209355540917.4769,0.4093589782714844,0.49417564272880554,195321438176.81873,0.059146066664070046
135.0,12694821546.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,14985000000000.0,14985000000000.0,501.644989,64.097,437.98999,1.0,0.2169,418.950012,892.88684,749.20837,122.53376,373.97,406.97,137.02,24160000000000.0,51740000000000.0,-104300000000000.0,0.02833,1290724800.0,1290724800.0,12694821546.0,126030843.0,125.0,-1.0,1290726110.0,1290724899.0,0.25632,12694850580.0,57.8411,14985000000000.0,17211000000000.0,12721000000000.0,9443400000000.0,4534300000000.0,22.8773,146.12,0.03121,0.75778,0.56389,19.0622,-23.7931,19.4481,0.66548,0.48566,18.6657,-20.0225,12.1999,0.648,16200000000000.0,9537000000000.0,14985000000000.0,14985000000000.0,418.950012,418.950012,0.628,223.4,223.4,749.3,534.3,1250.0,1.0,1.0,1.0,14980000000000.0,418.95,418.95,0.25548,0.05206,-1.0,12694821546.0,128000000000014.0,491295917647.07587,140074560942.01187,0.3802514672279358,0.5029472708702087,186815993528.39572,0.05517848094280466
136.0,12637697324.0,0.0,-1.0,60.0,-1.0,-1.0,-1.0,0.0,1061300000000000.0,1061300000000000.0,2075.49707,620.145996,1832.680054,1.0,0.8951,1582.180054,514.80493,419.35034,898.91827,611.88,3.94,365.42,-1.52e+17,9.769e+16,4.611e+17,0.0599,11607674.0,11607674.0,12637697324.0,69047967.0,125.0,-1.0,11667883.0,11607773.0,0.0,-1.0,401.935,1061500000000000.0,1112500000000000.0,898830000000000.0,484040000000000.0,65934000000000.0,499.038,717.25,0.1072,0.56314,0.26656,57.5008,200.918,-59.0098,0.32775,0.27493,119.353,54.5769,-10.8699,0.8318,1126000000000000.0,1111000000000000.0,1061300000000000.0,1061300000000000.0,1582.180054,1647.630005,0.8564,44990.0,44990.0,264300.0,212500.0,173400.0,1.0,1.0,1.0,1061000000000000.0,1582.18,1582.18,0.0,0.10925,-1.0,12637697324.0,128000000000001.0,61295706353541.46,5523926847375.987,6.065118789672852,4.760735988616943,371765740331133.9,97.70707939585795
136.0,12637699526.0,0.0,-1.0,5.0,-1.0,-1.0,-1.0,0.0,189630000000000.0,189630000000000.0,1168.994995,227.274994,989.140015,1.0,0.4215,885.059998,512.19415,427.97897,890.14642,745.3,-262.58,612.2,3700000000000000.0,553100000000000.0,-57500000000000.0,0.01163,219831553.0,219831553.0,12637699526.0,69050169.0,125.0,-1.0,219842488.0,219831652.0,0.3642,12637698232.0,237.839,189760000000000.0,211130000000000.0,155900000000000.0,100090000000000.0,39585000000000.0,18.7905,158.2,0.01429,0.72005,0.51465,63.866,23.0642,50.4715,0.57062,0.50382,10.8664,27.9965,52.0281,0.6796,197100000000000.0,160900000000000.0,189630000000000.0,189630000000000.0,885.059998,921.580017,0.6712,14880.0,14880.0,17220.0,18860.0,19090.0,1.0,1.0,1.0,189600000000000.0,885.06,885.06,0.37567,0.02676,-1.0,12637699526.0,128000000000003.0,13752075369448.285,1710331911056.819,2.0537402629852295,2.1083261966705322,28243190885843.418,7.075726319735132
136.0,12637697420.0,0.0,-1.0,7.0,-1.0,-1.0,-1.0,0.0,156240000000000.0,154720000000000.0,1092.352051,131.554001,894.179993,1.0,0.2767,904.179993,516.0777,423.12634,897.05194,-828.23,-367.97,170.91,467500000000000.0,-2478000000000000.0,139500000000000.0,0.01395,273299669.0,273299669.0,12637697420.0,69048063.0,125.0,-1.0,273313335.0,273299779.0,0.81773,12637697324.0,131.554,159800000000000.0,167350000000000.0,130740000000000.0,97174000000000.0,48589000000000.0,12.9815,44.41,0.01354,0.69919,0.60773,57.0079,28.7438,-4.4129,0.61239,0.56948,46.0626,20.5584,-3.36284,0.554,167200000000000.0,93200000000000.0,154720000000000.0,156680000000000.0,904.179993,985.48999,0.5145,-6167.0,-6167.0,1218.0,8049.0,8595.0,0.9781,1.0,1.0,154700000000000.0,904.18,907.81,0.85944,-0.0374,-1.0,12637697420.0,128000000000004.0,12757568855123.828,1312421372463.723,1.9350866079330444,2.0431292057037354,24687000641333.82,6.277658456559964
136.0,12637699849.0,0.0,-1.0,5.0,-1.0,-1.0,-1.0,0.0,160215000000000.0,137500000000000.0,1050.207031,182.843002,841.130005,1.0,0.6712,809.659973,513.07471,413.13281,899.7348,-68.09,817.96,175.76,5540000000000000.0,2141000000000000.0,-950800000000000.0,0.03671,305912996.0,305912996.0,12637699849.0,69050492.0,125.0,-1.0,305928304.0,305913107.0,0.59712,12637697324.0,188.424,139130000000000.0,166090000000000.0,109850000000000.0,75534000000000.0,34552000000000.0,29.3555,98.58,0.03925,0.62375,0.49239,13.1484,66.7115,32.0862,0.63296,0.47666,9.76271,44.7852,28.0603,0.5907,140200000000000.0,104500000000000.0,137500000000000.0,161070000000000.0,809.659973,952.559998,0.6142,-346.1,-346.1,-7970.0,-4762.0,11020.0,0.7666,1.0,1.0,137500000000000.0,809.66,885.04,0.54474,-0.03866,-1.0,12637699849.0,128000000000005.0,7980116481869.7,1565185845347.5962,1.6826860904693604,1.7930892705917358,13428031004367.432,3.6688686844848144
136.0,12637697808.0,0.0,-1.0,4.0,-1.0,-1.0,-1.0,0.0,101260000000000.0,98379000000000.0,939.317993,432.502014,821.340027,1.0,0.8755,671.900024,518.3183,429.58438,891.81415,611.28,386.94,395.73,-7160000000000000.0,-1.271e+16,-5167000000000000.0,0.06772,410667468.0,410667468.0,12637697808.0,69048451.0,125.0,-1.0,410673223.0,410667567.0,0.71393,12637698232.0,389.641,101450000000000.0,122170000000000.0,60177000000000.0,35695000000000.0,14002000000000.0,204.523,233.17,0.17643,0.50931,0.33754,13.477,-45.7442,76.0321,0.83875,0.5449,41.6762,-8.6192,7.96586,0.9155,103400000000000.0,152100000000000.0,98379000000000.0,103270000000000.0,671.900024,711.119995,0.6421,-11800.0,-11800.0,14040.0,9515.0,9404.0,0.9567,1.0,1.0,98380000000000.0,671.9,711.12,0.61859,0.04041,-1.0,12637697808.0,128000000000008.0,3291241921033.361,807990979410.5333,1.1472100019454956,1.1004564762115479,3775745650631.779,1.5707158119192273
136.0,12637701225.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,65216300000000.0,63912000000000.0,813.530029,75.899002,693.059998,1.0,0.2423,697.919983,517.41797,427.46231,895.84949,-804.55,33.08,253.3,1069000000000000.0,1190000000000000.0,495200000000000.0,0.04133,571130156.0,571130156.0,12637701225.0,69051868.0,125.0,-1.0,571137890.0,571130268.0,0.45384,12637697324.0,82.7333,64859000000000.0,69374000000000.0,55557000000000.0,43359000000000.0,22187000000000.0,17.884,24.91,0.03918,0.68283,0.56791,6.38457,-30.7551,37.7182,0.67446,0.54119,3.8073,-23.7491,31.5257,0.5623,73810000000000.0,32990000000000.0,63912000000000.0,65949000000000.0,697.919983,758.76001,0.4215,330.3,330.3,867.6,1660.0,2179.0,0.9357,1.0,1.0,63910000000000.0,697.92,697.92,0.49489,-0.00103,-1.0,12637701225.0,128000000000010.0,4962734734528.567,644287878618.7976,1.104896068572998,1.2762911319732666,5483306097551.275,1.4188460374429037
136.0,12637697709.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,37640300000000.0,37041000000000.0,678.273987,56.882999,603.049988,1.0,0.353,606.47998,516.82935,430.81726,892.08588,-347.64,209.49,-376.39,-407800000000000.0,-531600000000000.0,-277700000000000.0,0.04333,809508137.0,809508137.0,12637697709.0,69048352.0,125.0,-1.0,809512707.0,809508253.0,0.85837,12637697808.0,57.61,37455000000000.0,42258000000000.0,31459000000000.0,25399000000000.0,14557000000000.0,12.1944,55.15,0.04212,0.75246,0.52855,12.1132,-18.3561,32.9057,0.73439,0.49411,10.1787,-15.7118,27.4628,0.5983,45370000000000.0,18890000000000.0,37041000000000.0,38031000000000.0,606.47998,690.460022,0.369,1815.0,1815.0,1186.0,404.7,551.6,0.7173,1.0,1.0,37040000000000.0,606.48,626.07,0.9145,-0.01381,-1.0,12637697709.0,128000000000015.0,2322683235628.5557,376089172148.83606,0.915421724319458,0.9887621402740479,2126234692606.9905,0.6412467390516882
136.0,12637701214.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,34909400000000.0,33977000000000.0,659.033997,95.727997,541.419983,1.0,0.4309,530.340027,509.93576,427.0397,898.1936,864.81,-698.15,-223.19,349800000000000.0,282000000000000.0,-11020000000000.0,0.02886,851351983.0,851351983.0,12637701214.0,69051857.0,125.0,-1.0,851356154.0,851352083.0,1.33932,12637701212.0,91.7928,33979000000000.0,36976000000000.0,28618000000000.0,21282000000000.0,8993300000000.0,29.064,10.99,0.03014,0.54152,0.51328,-35.4004,41.4549,14.3161,0.51773,0.47561,-23.9228,32.1046,14.9548,0.5916,36460000000000.0,23800000000000.0,33977000000000.0,33977000000000.0,530.340027,597.179993,0.4709,3643.0,3643.0,1288.0,970.3,202.7,1.0,1.0,1.0,33980000000000.0,530.34,530.34,0.89343,-0.02235,-1.0,12637701214.0,128000000000016.0,2080113422843.7332,390695019074.36005,0.7949848175048828,0.8624148368835449,1653658589848.8823,0.42193957226930984
136.0,12637701214.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,34909400000000.0,33977000000000.0,659.033997,95.727997,541.419983,1.0,0.4309,530.340027,509.93576,427.0397,898.1936,864.81,-698.15,-223.19,349800000000000.0,282000000000000.0,-11020000000000.0,0.02886,851351983.0,851351983.0,12637701214.0,69051857.0,125.0,-1.0,851356154.0,851352083.0,1.33932,12637701212.0,91.7928,33979000000000.0,36976000000000.0,28618000000000.0,21282000000000.0,8993300000000.0,29.064,10.99,0.03014,0.54152,0.51328,-35.4004,41.4549,14.3161,0.51773,0.47561,-23.9228,32.1046,14.9548,0.5916,36460000000000.0,23800000000000.0,33977000000000.0,33977000000000.0,530.340027,597.179993,0.4709,3643.0,3643.0,1288.0,970.3,202.7,1.0,1.0,1.0,33980000000000.0,530.34,530.34,0.89343,-0.02235,-1.0,12637701214.0,128000000000017.0,1348359637176.327,461182543535.3239,0.6983092427253723,0.7523199915885925,941571997158.0586,0.2616816661371724
136.0,12637699375.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,31272900000000.0,29062000000000.0,625.585999,116.245003,501.899994,1.0,0.7498,478.480011,508.259,427.27908,890.18854,1147.94,-67.4,332.42,181800000000000.0,614800000000000.0,-149400000000000.0,0.05125,928769845.0,928769845.0,12637699375.0,69050018.0,125.0,-1.0,928772324.0,928769947.0,0.6186,12637699312.0,118.389,29062000000000.0,33942000000000.0,23606000000000.0,15826000000000.0,6590700000000.0,30.3481,74.55,0.05728,0.83318,0.6443,36.0407,-10.475,-17.5581,0.9297,0.74709,28.2468,-5.18339,-1.68878,0.6211,29660000000000.0,23540000000000.0,29062000000000.0,31430000000000.0,478.480011,525.210022,0.628,-75.51,-75.51,-1027.0,982.8,2580.0,0.8376,1.0,1.0,29060000000000.0,478.48,505.88,0.52151,-0.02418,-1.0,12637699375.0,128000000000018.0,843732133196.0448,377368249964.36554,0.5673456192016602,0.6229052543640137,478687729548.44763,0.164509451735576
136.0,12637699531.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,21454000000000.0,21454000000000.0,565.387024,47.416,499.880005,1.0,0.4406,499.630005,513.91156,427.20251,889.78607,400.74,-401.66,99.26,133100000000000.0,8681000000000.0,147400000000000.0,0.03033,1088371478.0,1088371478.0,12637699531.0,69050174.0,125.0,-1.0,1088373965.0,1088371579.0,0.97851,12637699526.0,50.4727,22122000000000.0,22700000000000.0,19217000000000.0,15033000000000.0,8127700000000.0,22.8769,30.18,0.02869,0.8327,0.6107,30.4152,16.7193,-3.42864,0.86724,0.60377,26.4228,8.8513,4.78426,0.5788,25700000000000.0,10640000000000.0,21454000000000.0,21454000000000.0,499.630005,547.070007,0.4215,726.8,726.8,840.5,707.1,561.3,1.0,1.0,1.0,21450000000000.0,499.63,499.63,0.9271,0.00505,-1.0,12637699531.0,128000000000020.0,1328214979669.5557,401503786221.3012,0.6328628063201904,0.7135658860206604,840577859430.1897,0.2633544412443135
136.0,12637733685.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,25333000000000.0,25333000000000.0,597.596985,87.898003,512.679993,1.0,0.3023,470.26001,512.84943,417.42291,902.67963,444.91,322.34,-889.3,-132800000000000.0,139700000000000.0,13130000000000.0,0.01792,1000116883.0,1000116883.0,12637733685.0,69084328.0,125.0,-1.0,1000119613.0,1000116974.0,0.78183,12637697324.0,94.4214,26293000000000.0,27338000000000.0,21454000000000.0,13811000000000.0,6765300000000.0,45.8441,103.98,0.02113,0.76415,0.5556,-27.2161,34.3559,7.79026,0.85288,0.55522,-8.72647,29.8553,3.37386,0.6744,26920000000000.0,16650000000000.0,25333000000000.0,25333000000000.0,470.26001,494.600006,0.5498,4936.0,4936.0,2368.0,1280.0,1272.0,1.0,1.0,1.0,25330000000000.0,470.26,470.26,0.68446,-0.01432,-1.0,12637733685.0,128000000000022.0,696219339142.117,298325043384.13855,0.5757483243942261,0.67070072889328,400847117921.92926,0.12083820081577702
136.0,12637702483.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,23132000000000.0,23132000000000.0,579.763977,82.434998,465.779999,1.0,0.6421,466.070007,512.57086,410.63547,893.82861,-13.25,505.58,799.83,-129600000000000.0,-193000000000000.0,205000000000000.0,0.0391,1048047236.0,1048047236.0,12637702483.0,69053126.0,125.0,-1.0,1048049892.0,1048047319.0,0.40606,12637697324.0,81.1976,23138000000000.0,25712000000000.0,19289000000000.0,13695000000000.0,6563600000000.0,27.5771,33.16,0.03945,0.75079,0.50614,2.78774,11.6137,33.9299,0.65721,0.4592,1.16601,10.7413,26.0178,0.5665,24230000000000.0,15570000000000.0,23132000000000.0,23132000000000.0,466.070007,499.929993,0.5032,1293.0,1293.0,884.5,681.9,1080.0,1.0,1.0,1.0,23130000000000.0,466.07,466.07,0.39706,0.00916,-1.0,12637702483.0,128000000000025.0,775579082963.6317,368181877081.2106,0.5715294480323792,0.614033579826355,443266285191.6632,0.1331542944095746
136.0,12637702267.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,29422000000000.0,29422000000000.0,628.156982,425.688995,467.440002,1.0,0.7016,449.51001,514.69641,420.87473,889.37427,-12.86,358.09,743.22,1143000000000000.0,-634100000000000.0,-766900000000000.0,0.09607,922492018.0,922492018.0,12637702267.0,69052910.0,125.0,-1.0,922493899.0,922492122.0,0.42973,12637697324.0,255.685,29577000000000.0,33661000000000.0,17353000000000.0,9002400000000.0,4084200000000.0,96.0208,202.68,0.12916,0.63275,0.48805,-16.7807,9.55795,46.5179,0.97967,0.74123,-5.32087,-6.20161,23.1983,0.6715,29520000000000.0,40170000000000.0,29422000000000.0,29422000000000.0,449.51001,449.51001,0.6712,12160.0,12160.0,5418.0,2528.0,3112.0,1.0,1.0,1.0,29420000000000.0,449.51,449.51,0.44297,0.04862,-1.0,12637702267.0,128000000000028.0,546676368705.1798,184683708735.84717,0.5187938809394836,0.5928167104721069,283612354938.4643,0.11333392027443734
136.0,12637734287.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,19058000000000.0,19058000000000.0,543.510986,50.228001,466.540009,1.0,0.3377,481.230011,510.04434,403.95123,901.53467,-92.82,450.09,-8.13,-22610000000000.0,9247000000000.0,68330000000000.0,0.01316,1153574927.0,1153574927.0,12637734287.0,69084930.0,125.0,-1.0,1153577244.0,1153575011.0,0.01674,12637699849.0,48.1193,19113000000000.0,21603000000000.0,16085000000000.0,12313000000000.0,7250100000000.0,14.9366,15.15,0.01276,0.71585,0.58901,13.8927,30.7136,-14.5447,0.64745,0.52057,12.3779,25.3139,-12.2377,0.578,21660000000000.0,9918000000000.0,19058000000000.0,19113000000000.0,481.230011,528.700012,0.3773,-173.0,-173.0,426.6,427.8,605.4,0.9781,1.0,1.0,19060000000000.0,481.23,482.48,0.01866,0.00561,-1.0,12637734287.0,128000000000031.0,704306472469.5796,201836327923.5018,0.5320045948028564,0.5798891186714172,374694279503.2079,0.10158943855429882
136.0,12637704030.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,15614000000000.0,15614000000000.0,508.571014,75.230003,413.980011,1.0,0.3857,404.809998,514.56287,419.63522,891.49738,163.29,672.35,858.61,-209500000000000.0,49220000000000.0,-34210000000000.0,0.05211,1266799201.0,1266799201.0,12637704030.0,69054673.0,125.0,-1.0,1266800551.0,1266799297.0,0.55444,12637702267.0,75.2297,15811000000000.0,16152000000000.0,13928000000000.0,9524700000000.0,3781600000000.0,62.005,27.74,0.0534,0.66698,0.44369,-6.98755,11.3512,39.357,0.76634,0.52527,-6.42029,-0.98294,27.0311,0.5758,17610000000000.0,11390000000000.0,15614000000000.0,15614000000000.0,404.809998,451.970001,0.6862,462.5,462.5,871.7,1732.0,1555.0,1.0,1.0,1.0,15610000000000.0,404.81,404.81,0.53183,0.00641,-1.0,12637704030.0,128000000000033.0,492319368214.95764,215336639807.02386,0.475862056016922,0.5159552097320557,234276106775.72183,0.06995066937230604
136.0,12637703248.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,12412000000000.0,12412000000000.0,471.115997,50.688999,411.459991,1.0,0.2589,399.0,501.99191,405.98364,895.24188,98.44,57.95,346.83,7796000000000.0,-18540000000000.0,-133700000000000.0,0.04644,1403144618.0,1403144618.0,12637703248.0,69053891.0,125.0,-1.0,1403145667.0,1403144722.0,0.01862,12637700541.0,50.8266,12424000000000.0,13634000000000.0,10576000000000.0,8511600000000.0,3722900000000.0,16.2976,91.73,0.04856,0.80218,0.67836,27.9708,16.187,-5.1074,0.72543,0.64776,25.0909,10.9413,-3.26122,0.6248,14800000000000.0,7419000000000.0,12412000000000.0,12412000000000.0,399.0,421.329987,0.4215,748.8,748.8,1356.0,954.9,853.2,1.0,1.0,1.0,12410000000000.0,399.0,399.0,0.01901,0.01759,-1.0,12637703248.0,128000000000037.0,611153537967.9117,146472212275.85077,0.47357627749443054,0.585545539855957,289427817488.3948,0.0736202200906727
136.0,12637703189.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,14726300000000.0,13579000000000.0,485.437012,47.562,414.299988,1.0,0.6565,410.339996,517.84973,421.65781,899.75909,-1322.82,32.25,-441.1,-161700000000000.0,82230000000000.0,-50540000000000.0,0.06058,1349088598.0,1349088598.0,12637703189.0,69053832.0,125.0,-1.0,1349090272.0,1349088682.0,0.89676,12637697324.0,52.847,13771000000000.0,14943000000000.0,11869000000000.0,9384700000000.0,4513200000000.0,4.31461,16.38,0.05823,0.86702,0.56367,15.0208,22.4477,-17.0017,0.8404,0.44561,-9.56269,-9.65565,22.6319,0.5705,15980000000000.0,7273000000000.0,13579000000000.0,14896000000000.0,410.339996,429.790009,0.6142,-151.0,-151.0,-267.6,-210.7,664.5,0.7666,1.0,1.0,13580000000000.0,410.34,429.79,0.82517,-0.02011,-1.0,12637703189.0,128000000000039.0,314254437502.60455,213178399839.98737,0.40073809027671814,0.48784199357032776,125933723145.77802,0.04233336107972877
